Claim Date,Employee Name,Employee ID,Designation,Project Name,Email address,Total Persons,Allowable Amount,Total Bill Amount,List of Persons (as JSON),Bill,Seating Location
21-01-2024 00:00,Miles Martinez,2017,Software Engineer,Greenmath,Miles.Martinez@xyz.com,20,8000,7964,"[{""employee_code"": ""2005"", ""name"": ""Zoe Sullivan""}, {""employee_code"": ""1957"", ""name"": ""Luca Allen""}, {""employee_code"": ""2017"", ""name"": ""Miles Martinez""}, {""employee_code"": ""2057"", ""name"": ""Amos Cameron""}, {""employee_code"": ""2056"", ""name"": ""Hope Garc?""}, {""employee_code"": ""2033"", ""name"": ""Gabriel Allen""}, {""employee_code"": ""2072"", ""name"": ""Mia Duncan""}, {""employee_code"": ""2058"", ""name"": ""Brooke Reed""}, {""employee_code"": ""2061"", ""name"": ""Sebastian Mitchell""}, {""employee_code"": ""2059"", ""name"": ""Amelia Hawkins""}, {""employee_code"": ""2067"", ""name"": ""Ariana Martinez""}, {""employee_code"": ""2073"", ""name"": ""June Wright""}, {""employee_code"": ""2012"", ""name"": ""Eli Harris""}, {""employee_code"": ""1941"", ""name"": ""Miles Elliott""}, {""employee_code"": ""2024"", ""name"": ""Graham Roberts""}, {""employee_code"": ""1987"", ""name"": ""Sadie Cameron""}, {""employee_code"": ""2020"", ""name"": ""Carson Hill""}, {""employee_code"": ""2006"", ""name"": ""Carson Nelson""}]","[{""Bill_Date"": ""2024-01-10"", ""Bill_No"": ""01_37"", ""Total_Price"": 7964}]",Bangalore
09-01-2024 00:00,Felicity Taylor,2078,Associate ,GPC,Felicity.Taylor@xyz.com,1,400,447,"[{""employee_code"": ""2078"", ""name"": ""Felicity Taylor""}]","[{""Bill_Date"": ""2024-01-01"", ""Bill_No"": ""01_163"", ""Total_Price"": 447}]","Workafella, Chennai"
30-01-2024 00:00,Vivian Johnson,2029,Data Engineer,o9 -  TMobile Resilinc,Vivian.Johnson@xyz.com,1,400,401,"[{""employee_code"": ""2029"", ""name"": ""Vivian Johnson""}]","[{""Bill_Date"": ""2024-01-10"", ""Bill_No"": ""01_175"", ""Total_Price"": 401}]",Chennai
26-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,1,400,465,"[{""employee_code"": ""1870"", ""name"": ""Savannah Taylor""}]","[{""Bill_Date"": ""2024-01-11"", ""Bill_No"": ""01_144"", ""Total_Price"": 465}]","Workafella, Chennai"
29-01-2024 00:00,Autumn Walker,2018,Data Scientist,5B,Autumn.Walker@xyz.com,1,400,375,"[{""employee_code"": ""2018"", ""name"": ""Autumn Walker""}]","[{""Bill_Date"": ""2024-01-05"", ""Bill_No"": ""01_98"", ""Total_Price"": 375}]","Bhive, Bangalore"
27-01-2024 00:00,Penelope Alexander,2070,Business Analyst,edgeCore,Penelope.Alexander@xyz.com,1,400,333,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]","[{""Bill_Date"": ""2024-01-07"", ""Bill_No"": ""01_126"", ""Total_Price"": 333}]","Workafella, Chennai"
20-01-2024 00:00,Mila Palmer,1996,Talent Partner,-,Mila.Palmer@xyz.com,2,800,747,"[{""employee_code"": ""1996"", ""name"": ""Mila Palmer""}, {""employee_code"": ""2034"", ""name"": ""Chloe Russell""}]","[{""Bill_Date"": ""2024-01-17"", ""Bill_No"": ""01_63"", ""Total_Price"": 747}]","Workafella, Chennai"
11-01-2024 00:00,Leo Freeman,2062,Data Scientist,Verite,Leo.Freeman@xyz.com,5,2000,2036,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}, {""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}, {""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}, {""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}, {""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]","[{""Bill_Date"": ""2024-01-10"", ""Bill_No"": ""01_65"", ""Total_Price"": 2036}]",Chennai
15-01-2024 00:00,Luca Allen,1957,STL,"edgeCore, GreenMath",Luca.Allen@xyz.com,10,4000,3957,"[{""employee_code"": ""1957"", ""name"": ""Luca Allen""}, {""employee_code"": ""2024"", ""name"": ""Graham Roberts""}, {""employee_code"": ""2017"", ""name"": ""Miles Martinez""}, {""employee_code"": ""2058"", ""name"": ""Brooke Reed""}, {""employee_code"": ""2022"", ""name"": ""Levi Stewart""}, {""employee_code"": ""1947"", ""name"": ""Reagan Sullivan""}, {""employee_code"": ""1987"", ""name"": ""Sadie Cameron""}, {""employee_code"": ""2002"", ""name"": ""Adam James""}, {""employee_code"": ""1973"", ""name"": ""Charlotte Ross""}, {""employee_code"": ""2096"", ""name"": ""Alvin Johnson""}]","[{""Bill_Date"": ""2024-01-10"", ""Bill_No"": ""01_138"", ""Total_Price"": 3957}]","Bhive, Bangalore"
16-01-2024 00:00,Mack Lopez,2037,ASSOCIATE,GREENMATH,Mack.Lopez@xyz.com,2,800,819,"[{""employee_code"": ""2037"", ""name"": ""Mack Lopez""}, {""employee_code"": ""2034"", ""name"": ""Chloe Russell""}]","[{""Bill_Date"": ""2024-01-04"", ""Bill_No"": ""01_100"", ""Total_Price"": 819}]",Chennai
27-01-2024 00:00,Milo Clark,2003,Data Scientist,Tripadvisor/DQA,Milo.Clark@xyz.com,7,2800,2810,"[{""employee_code"": ""2003"", ""name"": ""Milo Clark""}, {""employee_code"": ""2010"", ""name"": ""Aubrey Thomas""}, {""employee_code"": ""2011"", ""name"": ""Maddox Perez""}, {""employee_code"": ""2049"", ""name"": ""Olivia Alexander""}, {""employee_code"": ""2045"", ""name"": ""Harrison Duncan""}, {""employee_code"": ""2042"", ""name"": ""Chloe Ross""}, {""employee_code"": ""2055"", ""name"": ""Brooke Mitchell""}]","[{""Bill_Date"": ""2024-01-06"", ""Bill_No"": ""01_72"", ""Total_Price"": 2810}]","Workafella, Chennai"
24-01-2024 00:00,Miles Martinez,2017,Software Engineer,Greenmath,Miles.Martinez@xyz.com,19,7600,7649,"[{""employee_code"": ""2005"", ""name"": ""Zoe Sullivan""}, {""employee_code"": ""1957"", ""name"": ""Luca Allen""}, {""employee_code"": ""2017"", ""name"": ""Miles Martinez""}, {""employee_code"": ""2057"", ""name"": ""Amos Cameron""}, {""employee_code"": ""2056"", ""name"": ""Hope Garc?""}, {""employee_code"": ""2033"", ""name"": ""Gabriel Allen""}, {""employee_code"": ""2072"", ""name"": ""Mia Duncan""}, {""employee_code"": ""2058"", ""name"": ""Brooke Reed""}, {""employee_code"": ""2061"", ""name"": ""Sebastian Mitchell""}, {""employee_code"": ""2059"", ""name"": ""Amelia Hawkins""}, {""employee_code"": ""2067"", ""name"": ""Ariana Martinez""}, {""employee_code"": ""2073"", ""name"": ""June Wright""}, {""employee_code"": ""2012"", ""name"": ""Eli Harris""}, {""employee_code"": ""1941"", ""name"": ""Miles Elliott""}, {""employee_code"": ""2024"", ""name"": ""Graham Roberts""}, {""employee_code"": ""1987"", ""name"": ""Sadie Cameron""}, {""employee_code"": ""2020"", ""name"": ""Carson Hill""}, {""employee_code"": ""2006"", ""name"": ""Carson Nelson""}]","[{""Bill_Date"": ""2024-01-10"", ""Bill_No"": ""01_37"", ""Total_Price"": 7649}]",Bangalore
20-01-2024 00:00,Kaitlyn Long,2065,Associate,HG Insights,Kaitlyn.Long@xyz.com,1,400,301,"[{""employee_code"": ""2065"", ""name"": ""Kaitlyn Long""}]","[{""Bill_Date"": ""2024-01-08"", ""Bill_No"": ""01_106"", ""Total_Price"": 301}]",Chennai
14-01-2024 00:00,Sebastian Mitchell,2061,Integration Lead,,Sebastian.Mitchell@xyz.com,2,800,833,"[{""employee_code"": ""2061"", ""name"": ""Sebastian Mitchell""}, {""employee_code"": ""2069"", ""name"": ""Layne Duncan""}]","[{""Bill_Date"": ""2024-01-04"", ""Bill_No"": ""01_148"", ""Total_Price"": 833}]","Bhive, Bangalore"
25-01-2024 00:00,Jonah Hughes,2089,Data Scientist,o9,Jonah.Hughes@xyz.com,1,400,378,"[{""employee_code"": ""2089"", ""name"": ""Jonah Hughes""}]","[{""Bill_Date"": ""2024-01-14"", ""Bill_No"": ""01_159"", ""Total_Price"": 378}]","Workafella, Chennai"
17-01-2024 00:00,Henry Elliott,2014,Talent Partner,Human resources,Henry.Elliott@xyz.com,2,800,730,"[{""employee_code"": ""2014"", ""name"": ""Henry Elliott""}, {""employee_code"": ""1996"", ""name"": ""Mila Palmer""}]","[{""Bill_Date"": ""2024-01-02"", ""Bill_No"": ""01_17"", ""Total_Price"": 730}]","Workafella, Chennai"
16-01-2024 00:00,Abel Lopez,1959,People Partner,HR,Abel.Lopez@xyz.com,2,800,719,"[{""employee_code"": ""1959"", ""name"": ""Abel Lopez""}, {""employee_code"": ""2000"", ""name"": ""Hunter Moore""}]","[{""Bill_Date"": ""2024-01-02"", ""Bill_No"": ""01_1"", ""Total_Price"": 719}]","Workafella, Chennai"
20-01-2024 00:00,Tobin Green,1935,Data Scientist,TripAdvisor,Tobin.Green@xyz.com,11,4400,4485,"[{""employee_code"": ""1935"", ""name"": ""Tobin Green""}, {""employee_code"": ""2053"", ""name"": ""Vivian Mitchell""}, {""employee_code"": ""2062"", ""name"": ""Leo Freeman""}, {""employee_code"": ""2068"", ""name"": ""Nia Thomas""}, {""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}, {""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}, {""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}, {""employee_code"": ""2046"", ""name"": ""Aubrey Adams""}, {""employee_code"": ""1970"", ""name"": ""Benjamin Bishop""}, {""employee_code"": ""2008"", ""name"": ""Mabel Gibson""}, {""employee_code"": ""2064"", ""name"": ""Emmett Hall""}]","[{""Bill_Date"": ""2024-01-03"", ""Bill_No"": ""01_12"", ""Total_Price"": 4485}]","Workafella, Chennai"
29-01-2024 00:00,Liana Rodriguez,2051,Data Scientist,o9 - Iveco,Liana.Rodriguez@xyz.com,14,5600,5578,"[{""employee_code"": ""1916"", ""name"": ""Cameron Bradley""}, {""employee_code"": ""2033"", ""name"": ""Gabriel Allen""}, {""employee_code"": ""2032"", ""name"": ""Natalie Duncan""}, {""employee_code"": ""1945"", ""name"": ""Josiah Graham""}, {""employee_code"": ""2029"", ""name"": ""Vivian Johnson""}, {""employee_code"": ""2068"", ""name"": ""Nia Thomas""}, {""employee_code"": ""2089"", ""name"": ""Jonah Hughes""}, {""employee_code"": ""2030"", ""name"": ""Mackenzie Graham""}, {""employee_code"": ""2077"", ""name"": ""Felicity Craig""}, {""employee_code"": ""2085"", ""name"": ""Dylan Hayes""}, {""employee_code"": ""2041"", ""name"": ""Miles Foster""}, {""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}, {""employee_code"": ""2051"", ""name"": ""Liana Rodriguez""}]","[{""Bill_Date"": ""2024-01-15"", ""Bill_No"": ""01_145"", ""Total_Price"": 5578}]",Chennai
26-01-2024 00:00,Kaitlyn Long,2065,Associate,,Kaitlyn.Long@xyz.com,1,400,332,"[{""employee_code"": ""2065"", ""name"": ""Kaitlyn Long""}]","[{""Bill_Date"": ""2024-01-12"", ""Bill_No"": ""01_21"", ""Total_Price"": 332}]",Chennai
23-01-2024 00:00,Tobin Green,1935,Data Scientist,TripAdvisor,Tobin.Green@xyz.com,11,4400,4469,"[{""employee_code"": ""1935"", ""name"": ""Tobin Green""}, {""employee_code"": ""2053"", ""name"": ""Vivian Mitchell""}, {""employee_code"": ""2062"", ""name"": ""Leo Freeman""}, {""employee_code"": ""2068"", ""name"": ""Nia Thomas""}, {""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}, {""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}, {""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}, {""employee_code"": ""2046"", ""name"": ""Aubrey Adams""}, {""employee_code"": ""1970"", ""name"": ""Benjamin Bishop""}, {""employee_code"": ""2008"", ""name"": ""Mabel Gibson""}, {""employee_code"": ""2064"", ""name"": ""Emmett Hall""}]","[{""Bill_Date"": ""2024-01-19"", ""Bill_No"": ""01_12"", ""Total_Price"": 4469}]","Workafella, Chennai"
14-01-2024 00:00,Tobin Green,1935,Data Scientist,TripAdvisor,Tobin.Green@xyz.com,7,2800,2824,"[{""employee_code"": ""1935"", ""name"": ""Tobin Green""}, {""employee_code"": ""2019"", ""name"": ""Emery Reed""}, {""employee_code"": ""1870"", ""name"": ""Savannah Taylor""}, {""employee_code"": ""2053"", ""name"": ""Vivian Mitchell""}, {""employee_code"": ""2023"", ""name"": ""Aiden Harrington""}, {""employee_code"": ""2086"", ""name"": ""Darren Shaw""}, {""employee_code"": ""2050"", ""name"": ""Stella Ross""}]","[{""Bill_Date"": ""2024-01-01"", ""Bill_No"": ""01_87"", ""Total_Price"": 2824}]","Workafella, Chennai"
29-01-2024 00:00,Tobin Green,1935,Data Scientist,TripAdvisor,Tobin.Green@xyz.com,7,2800,2875,"[{""employee_code"": ""1935"", ""name"": ""Tobin Green""}, {""employee_code"": ""2019"", ""name"": ""Emery Reed""}, {""employee_code"": ""1870"", ""name"": ""Savannah Taylor""}, {""employee_code"": ""2053"", ""name"": ""Vivian Mitchell""}, {""employee_code"": ""2023"", ""name"": ""Aiden Harrington""}, {""employee_code"": ""2086"", ""name"": ""Darren Shaw""}, {""employee_code"": ""2050"", ""name"": ""Stella Ross""}]","[{""Bill_Date"": ""2024-01-12"", ""Bill_No"": ""01_87"", ""Total_Price"": 2875}]","Workafella, Chennai"
21-01-2024 00:00,Nia Thomas,2068,Data Engineer,-,Nia.Thomas@xyz.com,5,2000,2038,"[{""employee_code"": ""2068"", ""name"": ""Nia Thomas""}, {""employee_code"": ""2053"", ""name"": ""Vivian Mitchell""}, {""employee_code"": ""2084"", ""name"": ""Aidan Bennett""}, {""employee_code"": ""2083"", ""name"": ""Skylar James""}, {""employee_code"": NaN, ""name"": NaN}]","[{""Bill_Date"": ""2024-01-16"", ""Bill_No"": ""01_83"", ""Total_Price"": 2038}]","Workafella, Chennai"
