Claim Date,Employee Name,Employee ID,Designation,Project Name,Email address,Total Persons,Allowable Amount,Total Bill Amount,List of Persons (as JSON),Seating Location,Bill_Date,Bill_No,Total_Price
23 July 2024,Felicity Taylor,0.0,INTERN,,Felicity.Taylor@xyz.com,1.0,400.0,365,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]",,03-07-2024,07_46,365
23 July 2024,Felicity Taylor,0.0,INTERN,,Felicity.Taylor@xyz.com,1.0,400.0,365,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]",,03-07-2024,07_46,365
12 July 2024,Miles Lynch,0.0,Intern,Traning,Miles.Lynch@xyz.com,2.0,800.0,728,"[{""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}]",,10-07-2024,07_31,728
12 July 2024,Miles Lynch,0.0,Intern,Traning,Miles.Lynch@xyz.com,2.0,800.0,728,"[{""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}]",,10-07-2024,07_31,728
12 July 2024,Miles Lynch,0.0,Intern,Traning,Miles.Lynch@xyz.com,2.0,800.0,728,"[{""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}]",,10-07-2024,07_31,728
12 July 2024,Miles Lynch,0.0,Intern,Traning,Miles.Lynch@xyz.com,2.0,800.0,728,"[{""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}]",,10-07-2024,07_31,728
17 August 2024,Felicity Craig,0.0,intern,o9,Felicity.Craig@xyz.com,1.0,400.0,353,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]",,02-08-2024,08_73,353
17 August 2024,Felicity Craig,0.0,intern,o9,Felicity.Craig@xyz.com,1.0,400.0,353,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]",,02-08-2024,08_73,353
17 August 2024,Felicity Craig,0.0,intern,o9,Felicity.Craig@xyz.com,1.0,400.0,353,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]",,02-08-2024,08_73,353
17 August 2024,Felicity Craig,0.0,intern,o9,Felicity.Craig@xyz.com,1.0,400.0,353,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]",,02-08-2024,08_73,353
27 August 2024,Alexander Cole,0.0,INTERN,,Alexander.Cole@xyz.com,1.0,400.0,395,,,14-08-2024,08_121,395
27 August 2024,Alexander Cole,0.0,INTERN,,Alexander.Cole@xyz.com,1.0,400.0,395,,,14-08-2024,08_121,395
27 August 2024,Alexander Cole,0.0,INTERN,,Alexander.Cole@xyz.com,1.0,400.0,395,,,14-08-2024,08_121,395
27 August 2024,Alexander Cole,0.0,INTERN,,Alexander.Cole@xyz.com,1.0,400.0,395,,,14-08-2024,08_121,395
13 August 2024,Alexander Cole,0.0,INTERN,,Alexander.Cole@xyz.com,1.0,400.0,319,,,01-08-2024,08_121,319
13 August 2024,Alexander Cole,0.0,INTERN,,Alexander.Cole@xyz.com,1.0,400.0,319,,,01-08-2024,08_121,319
13 August 2024,Alexander Cole,0.0,INTERN,,Alexander.Cole@xyz.com,1.0,400.0,319,,,01-08-2024,08_121,319
13 August 2024,Alexander Cole,0.0,INTERN,,Alexander.Cole@xyz.com,1.0,400.0,319,,,01-08-2024,08_121,319
19 August 2024,Felicity Taylor,0.0,INTERN,,Felicity.Taylor@xyz.com,1.0,400.0,496,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]",,16-08-2024,08_46,496
19 August 2024,Felicity Taylor,0.0,INTERN,,Felicity.Taylor@xyz.com,1.0,400.0,496,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]",,16-08-2024,08_46,496
19 August 2024,Felicity Taylor,0.0,INTERN,,Felicity.Taylor@xyz.com,1.0,400.0,496,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]",,16-08-2024,08_46,496
19 August 2024,Felicity Taylor,0.0,INTERN,,Felicity.Taylor@xyz.com,1.0,400.0,496,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]",,16-08-2024,08_46,496
22 August 2024,Miles Lynch,0.0,Intern,Traning,Miles.Lynch@xyz.com,2.0,800.0,872,"[{""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}]",,02-08-2024,08_31,872
22 August 2024,Miles Lynch,0.0,Intern,Traning,Miles.Lynch@xyz.com,2.0,800.0,872,"[{""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}]",,02-08-2024,08_31,872
22 August 2024,Miles Lynch,0.0,Intern,Traning,Miles.Lynch@xyz.com,2.0,800.0,872,"[{""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}]",,02-08-2024,08_31,872
22 August 2024,Miles Lynch,0.0,Intern,Traning,Miles.Lynch@xyz.com,2.0,800.0,872,"[{""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}]",,02-08-2024,08_31,872
26 September 2024,Felicity Craig,0.0,intern,o9,Felicity.Craig@xyz.com,1.0,400.0,480,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]",,19-09-2024,09_73,480
26 September 2024,Felicity Craig,0.0,intern,o9,Felicity.Craig@xyz.com,1.0,400.0,480,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]",,19-09-2024,09_73,480
26 September 2024,Felicity Craig,0.0,intern,o9,Felicity.Craig@xyz.com,1.0,400.0,480,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]",,19-09-2024,09_73,480
26 September 2024,Felicity Craig,0.0,intern,o9,Felicity.Craig@xyz.com,1.0,400.0,480,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]",,19-09-2024,09_73,480
28 September 2024,Alexander Cole,0.0,INTERN,,Alexander.Cole@xyz.com,1.0,400.0,385,,,18-09-2024,09_121,385
28 September 2024,Alexander Cole,0.0,INTERN,,Alexander.Cole@xyz.com,1.0,400.0,385,,,18-09-2024,09_121,385
28 September 2024,Alexander Cole,0.0,INTERN,,Alexander.Cole@xyz.com,1.0,400.0,385,,,18-09-2024,09_121,385
28 September 2024,Alexander Cole,0.0,INTERN,,Alexander.Cole@xyz.com,1.0,400.0,385,,,18-09-2024,09_121,385
10 September 2024,Alexander Cole,0.0,INTERN,,Alexander.Cole@xyz.com,1.0,400.0,386,,,09-09-2024,09_121,386
10 September 2024,Alexander Cole,0.0,INTERN,,Alexander.Cole@xyz.com,1.0,400.0,386,,,09-09-2024,09_121,386
10 September 2024,Alexander Cole,0.0,INTERN,,Alexander.Cole@xyz.com,1.0,400.0,386,,,09-09-2024,09_121,386
10 September 2024,Alexander Cole,0.0,INTERN,,Alexander.Cole@xyz.com,1.0,400.0,386,,,09-09-2024,09_121,386
14 September 2024,Felicity Taylor,0.0,INTERN,,Felicity.Taylor@xyz.com,1.0,400.0,369,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]",,12-09-2024,09_46,369
14 September 2024,Felicity Taylor,0.0,INTERN,,Felicity.Taylor@xyz.com,1.0,400.0,369,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]",,12-09-2024,09_46,369
14 September 2024,Felicity Taylor,0.0,INTERN,,Felicity.Taylor@xyz.com,1.0,400.0,369,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]",,12-09-2024,09_46,369
14 September 2024,Felicity Taylor,0.0,INTERN,,Felicity.Taylor@xyz.com,1.0,400.0,369,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]",,12-09-2024,09_46,369
29 September 2024,Miles Lynch,0.0,Intern,Traning,Miles.Lynch@xyz.com,2.0,800.0,703,"[{""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}]",,10-09-2024,09_31,703
29 September 2024,Miles Lynch,0.0,Intern,Traning,Miles.Lynch@xyz.com,2.0,800.0,703,"[{""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}]",,10-09-2024,09_31,703
29 September 2024,Miles Lynch,0.0,Intern,Traning,Miles.Lynch@xyz.com,2.0,800.0,703,"[{""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}]",,10-09-2024,09_31,703
29 September 2024,Miles Lynch,0.0,Intern,Traning,Miles.Lynch@xyz.com,2.0,800.0,703,"[{""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}]",,10-09-2024,09_31,703
10 October 2024,Miles Lynch,0.0,Intern,Traning,Miles.Lynch@xyz.com,2.0,800.0,1021,"[{""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}]",,10-10-2024 00:00,187514601652465,1021
10 October 2024,Miles Lynch,0.0,Intern,Traning,Miles.Lynch@xyz.com,2.0,800.0,1021,"[{""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}]",,10-10-2024 00:00,187514601652465,1021
